	Subject	Predicate	Object	Pubmed	Title	Evidence
698	a(CHEBI:7989 ! Pepstatin)	decreases	p(HGNC:1050 ! BID)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Expression of SARS 3a induced cleavage of Bid, which was reversed by the addition of the cathepsin inhibitors E64D and pepstatin A.
78	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:11753 ! TFEB)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Our data show that SARS 3a activates TFEB.
680	p(UP:Q9T1U3 ! Q9T1U3)	increases	p(HGNC:30321 ! MPRIP)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Rip3 is suppressed in most cancer cell lines by DNA methylation, and treatment with hypomethylating agents such as 5-Aza-2 '-deoxycytidine (5-AD) induces Rip3 expression and sensitizes these cells to necroptosis inducing stimuli 30.
79	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:11753 ! TFEB)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	We next checked whether SARS 3a mediated TFEB nuclear translocation induced TFEB target gene expression.
77	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:11753 ! TFEB)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	SARS 3a induces TFEB activation.
81	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:1499 ! CASP1)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	In summary, Rip3 mediated oligomerization of SARS 3a causes necrotic cell death, lysosomal damage, and caspase-1 activation -- all likely contributing to the clinical manifestations of SARS-CoV infection.
76	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:11753 ! TFEB)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	We next checked whether SARS 3a mediated TFEB nuclear translocation induced TFEB target gene expression.
82	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:1499 ! CASP1)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Finally, SARS 3a activates caspase-1 either directly or via an enhanced potassium efflux, which triggers NLRP3 inflammasome assembly.
83	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:1499 ! CASP1)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	This result suggests that monomeric SARS 3a may have a higher affinity for caspase-1, and that SARS 3a activates the NLRP3 inflammasome both via potassium efflux mediated by SARS 3a oligomers and via direct caspase-1 targeting by SARS 3a monomers.
84	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:1499 ! CASP1)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	We hypothesized that SARS 3a activates caspase-1 without NLRP3 and ASC.
94	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:16400 ! NLRP3)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	SARS 3a activates NLRP3 inflammasomes.
74	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:1050 ! BID)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Expression of SARS 3a induced cleavage of Bid, which was reversed by the addition of the cathepsin inhibitors E64D and pepstatin A.
75	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:11753 ! TFEB)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	As SARS 3a causes lysosomal damage, we looked to see if SARS 3a induced TFEB nuclear translocation by separating the cytosolic and nuclear fraction from 293T cells and detecting endogenous TFEB.
93	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:16400 ! NLRP3)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Given the ability of SARS 3a to act as a potassium channel 24, we tested whether SARS 3a triggers the NLRP3 inflammasome.
605	p(HGNC:10021 ! RIPK3)	increases	"bp(GO:""GO:0070266"" ! ""necroptotic process"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Rip3 mediates necroptosis by phosphorylating MLKL , resulting in its oligomerization and membrane insertion .
606	p(HGNC:10021 ! RIPK3)	increases	p(HGNC:26617 ! MLKL, pmod(Ph))	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Activated Rip3 phosphorylates MLKL, inducing its oligomerization, membrane insertion, and pore formation  xref  .
95	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:16400 ! NLRP3)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Finally, our data show that SARS 3a directly initiates the inflammatory cascade by activating the NLRP3 inflammasome and contributing to pyroptotic death.
92	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:16400 ! NLRP3)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	This result suggests that monomeric SARS 3a may have a higher affinity for caspase-1, and that SARS 3a activates the NLRP3 inflammasome both via potassium efflux mediated by SARS 3a oligomers and via direct caspase-1 targeting by SARS 3a monomers.
91	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:16400 ! NLRP3)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	However, upon testing the SARS 3a C133A mutant we unexpectedly found that it activated the NLRP3 inflammasome to a similar extent as WT SARS 3a, indicating additional mechanisms exist by which SARS 3a activates NLRP3.
96	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:16400 ! NLRP3)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	SARS 3a oligomers likely activate the NLRP3 inflammasome via K + efflux, while SARS 3a monomers directly target and activate caspase-1 to cleave IL-1beta.
67	p(PFAM:PF00803 ! 3a)	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	To address whether oligomerization plays a role in SARS 3a driven necrotic cell death, we transfected an oligomerization deficient SARS 3a-flag C133A mutant 24 into 293T or Hela cells and monitored necrotic cell death.
612	"bp(GO:""GO:0032259"" ! methylation)"	decreases	p(HGNC:10021 ! RIPK3)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Rip3 is suppressed in most cancer cell lines by DNA methylation , and treatment with hypomethylating agents such as 5-Aza-2 ' - deoxycytidine ( 5-AD ) induces Rip3 expression and sensitizes these cells to necroptosis inducing stimuli 30 .
614	p(HGNC:26617 ! MLKL)	increases	p(HGNC:30321 ! MPRIP)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Activated Rip3 phosphorylates MLKL, inducing its oligomerization, membrane insertion, and pore formation 20.
71	p(PFAM:PF00803 ! 3a)	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	MLKL is dispensable for necrotic cell death driven by Rip3 and SARS 3a.
72	p(PFAM:PF00803 ! 3a)	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Given that HeLa cells express endogenous MLKL, and co-expression of Rip3 and SARS 3a caused necrotic cell death, we addressed whether SARS 3a/Rip3 mediated cell death was MLKL dependent.
70	p(PFAM:PF00803 ! 3a)	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Although SARS 3a interacts with Rip3 and Rip3 enhances oligomerization of SARS 3a causing necrotic cell death, this appears to be independent from, and may even partially inhibit Rip3-MLKL necroptotic signaling.
73	p(PFAM:PF00803 ! 3a)	decreases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Addition of an MLKL inhibitor did not reduce necrotic cell death driven by the co-expression of Rip3 and SARS 3a.
669	"p(PFAM:PF00803 ! 3a, var(""p.Cys133Ala""))"	increases	bp(MESH:D003643 ! Death)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	While expression of SARS 3a C133A alone showed similar behavior to WT SARS 3a (minimal necrotic death), the SARS 3a C133A mutant induced significantly less necrotic death than the WT upon co-transfection with Rip3, indicating that the oligomerization of SARS 3a is important for Rip3 and SARS 3a driven necrotic cell death.
85	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:1499 ! CASP1)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	SARS 3a oligomers likely activate the NLRP3 inflammasome via K + efflux, while SARS 3a monomers directly target and activate caspase-1 to cleave IL-1beta.
115	p(PFAM:PF00803 ! 3a)	decreases	p(FPLX:Interferon ! Interferon)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	SARS 3a induced deletion of Rip3 expressing cells may suppress the interferon response, allowing better viral survival early in the infection.
237	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	"bp(GO:""GO:0008219"" ! ""cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	In the DMSO treated cells, transfection of SARS 3a-GFP or its mutant did not induce cell death to a greater extent than the control.
69	p(PFAM:PF00803 ! 3a)	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	In summary, Rip3 mediated oligomerization of SARS 3a causes necrotic cell death, lysosomal damage, and caspase-1 activation -- all likely contributing to the clinical manifestations of SARS-CoV infection.
421	p(HGNC:30321 ! MPRIP)	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	While expression of SARS 3a C133A alone showed similar behavior to WT SARS 3a (minimal necrotic death), the SARS 3a C133A mutant induced significantly less necrotic death than the WT upon co-transfection with Rip3, indicating that the oligomerization of SARS 3a is important for Rip3 and SARS 3a driven necrotic cell death.
420	p(HGNC:30321 ! MPRIP)	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	The results showed that the Rip3 kinase dead form induced necrotic cell death to a similar extent as WT Rip3 when expressed with SARS 3a.
419	p(HGNC:30321 ! MPRIP)	increases	"bp(GO:""GO:0008219"" ! ""cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	The images show that expression of Rip3 drives cell death in the presence of SARS 3a.
418	p(HGNC:30321 ! MPRIP)	increases	"bp(GO:""GO:0006915"" ! ""apoptotic process"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Typically, the Rip3 kinase dead form (or use of kinase inhibitors) triggers apoptosis due to the RHIM motif dependent formation of the Rip1/FADD/cFLIP L / caspase 8 complex 48.
33	p(PFAM:PF00803 ! 3A)	increases	p(HGNC:1499 ! CASP1)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Finally, SARS 3a activates caspase-1 either directly or via an enhanced potassium efflux, which triggers NLRP3 inflammasome assembly.
266	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	bp(MESH:D003643 ! Death)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Taken together, our data show that SARS 3a may act as an alternative death effector protein downstream of the Rip3 to induce necrotic death, in effect hijacking the cells necroptotic machinery to promote virus release and inflammatory cell death.
422	p(HGNC:30321 ! MPRIP)	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Similarly, expression of Rip3 in 293T cells expectedly did not cause necrotic cell death due to the lack of necroptosis effector MLKL.
265	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	bp(MESH:D003643 ! Death)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	While expression of SARS 3a C133A alone showed similar behavior to WT SARS 3a (minimal necrotic death), the SARS 3a C133A mutant induced significantly less necrotic death than the WT upon co-transfection with Rip3, indicating that the oligomerization of SARS 3a is important for Rip3 and SARS 3a driven necrotic cell death.
263	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	p(HGNC:16400 ! NLRP3)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Finally, our data show that SARS 3a directly initiates the inflammatory cascade by activating the NLRP3 inflammasome and contributing to pyroptotic death.
262	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	p(HGNC:16400 ! NLRP3)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	SARS 3a oligomers likely activate the NLRP3 inflammasome via K + efflux, while SARS 3a monomers directly target and activate caspase-1 to cleave IL-1beta.
261	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	p(HGNC:16400 ! NLRP3)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	SARS 3a activates NLRP3 inflammasomes.
260	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	p(HGNC:16400 ! NLRP3)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Given the ability of SARS 3a to act as a potassium channel 24, we tested whether SARS 3a triggers the NLRP3 inflammasome.
259	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	p(HGNC:16400 ! NLRP3)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	However, upon testing the SARS 3a C133A mutant we unexpectedly found that it activated the NLRP3 inflammasome to a similar extent as WT SARS 3a, indicating additional mechanisms exist by which SARS 3a activates NLRP3.
258	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	p(HGNC:16400 ! NLRP3)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	This result suggests that monomeric SARS 3a may have a higher affinity for caspase-1, and that SARS 3a activates the NLRP3 inflammasome both via potassium efflux mediated by SARS 3a oligomers and via direct caspase-1 targeting by SARS 3a monomers.
31	p(PFAM:PF00803 ! 3A)	increases	p(HGNC:11753 ! TFEB)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Our data show that SARS 3a activates TFEB.
423	p(HGNC:30321 ! MPRIP)	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Rip3 induced oligomerization of SARS 3a drives necrotic cell death.
424	p(HGNC:30321 ! MPRIP)	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	In summary, Rip3 mediated oligomerization of SARS 3a causes necrotic cell death, lysosomal damage, and caspase-1 activation -- all likely contributing to the clinical manifestations of SARS-CoV infection.
292	"bp(GO:""GO:0070266"" ! ""necroptotic process"")"	increases	"bp(GO:""GO:0006954"" ! ""inflammatory response"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Fatal cases of SARS-CoV infection similarly show significant lung damage in response to inflammation, which may very well be driven by necroptosis.
434	"a(TEXT:""cathepsin inhibitors"")"	increases	p(HGNC:1050 ! BID)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Expression of SARS 3a induced cleavage of Bid, which was reversed by the addition of the cathepsin inhibitors E64D and pepstatin A.
433	p(HGNC:30321 ! MPRIP)	increases	p(HGNC:26617 ! MLKL, pmod(Ph))	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Rip3 mediates necroptosis by phosphorylating MLKL, resulting in its oligomerization and membrane insertion.
432	p(HGNC:30321 ! MPRIP)	increases	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	We then checked whether Rip3 enhances the oligomerization of SARS 3a.
431	p(HGNC:30321 ! MPRIP)	increases	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Nevertheless, our results demonstrate that Rip3 driven oligomerization of SARS 3a plays a critical role in driving necrotic cell death, but that Rip3 kinase activity is dispensible.
430	p(HGNC:30321 ! MPRIP)	increases	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Based on the shared ability of MLKL and SARS 3a to oligomerize and insert into membranes, we addressed whether Rip3 could target SARS 3a to drive necrotic cell death.
429	p(HGNC:30321 ! MPRIP)	increases	p(HGNC:1509 ! CASP8)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Typically, the Rip3 kinase dead form (or use of kinase inhibitors) triggers apoptosis due to the RHIM motif dependent formation of the Rip1/FADD/cFLIP L / caspase 8 complex 48.
428	p(HGNC:30321 ! MPRIP)	increases	p(HGNC:1499 ! CASP1)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	In summary, Rip3 mediated oligomerization of SARS 3a causes necrotic cell death, lysosomal damage, and caspase-1 activation -- all likely contributing to the clinical manifestations of SARS-CoV infection.
427	p(HGNC:30321 ! MPRIP)	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Given that HeLa cells express endogenous MLKL, and co-expression of Rip3 and SARS 3a caused necrotic cell death, we addressed whether SARS 3a/Rip3 mediated cell death was MLKL dependent.
34	p(PFAM:PF00803 ! 3A)	increases	p(HGNC:1499 ! CASP1)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	We hypothesized that SARS 3a activates caspase-1 without NLRP3 and ASC.
337	"a(TEXT:""MLKL inhibitor"")"	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Addition of an MLKL inhibitor did not reduce necrotic cell death driven by the co-expression of Rip3 and SARS 3a.
57	p(PFAM:PF00803 ! 3a)	increases	a(CHEBI:15422 ! ATP)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Overexpression of SARS 3a in 293T or HeLa cells alone did not cause significant ATP depletion or the release of cellular proteases.
58	p(PFAM:PF00803 ! 3a)	increases	"a(CHEBI:26216 ! ""potassium atom"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	This result suggests that monomeric SARS 3a may have a higher affinity for caspase-1, and that SARS 3a activates the NLRP3 inflammasome both via potassium efflux mediated by SARS 3a oligomers and via direct caspase-1 targeting by SARS 3a monomers.
426	p(HGNC:30321 ! MPRIP)	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Addition of an MLKL inhibitor did not reduce necrotic cell death driven by the co-expression of Rip3 and SARS 3a.
425	p(HGNC:30321 ! MPRIP)	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	MLKL is dispensable for necrotic cell death driven by Rip3 and SARS 3a.
293	"bp(GO:""GO:0070266"" ! ""necroptotic process"")"	decreases	"bp(GO:""GO:0006954"" ! ""inflammatory response"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Rip3 deletion rescues the pathogenesis of several animal models of inflammatory disease, including pancreatitis XREF_BIBR, XREF_BIBR, atherosclerosis 42, Gaucher 's disease 43, and morbidity after systemic TNF administration XREF_BIBR, XREF_BIBR, suggesting that necroptosis induces tissue injury by augmenting inflammation after cell death.
257	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	p(HGNC:1499 ! CASP1)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	This result suggests that monomeric SARS 3a may have a higher affinity for caspase-1, and that SARS 3a activates the NLRP3 inflammasome both via potassium efflux mediated by SARS 3a oligomers and via direct caspase-1 targeting by SARS 3a monomers.
37	p(HGNC:11753 ! TFEB)	increases	a(TEXT:cytokine)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	The activation of TFEB may be significant as TFEB directly transcriptionally activates proinflammatory cytokines in macrophages (including IL-1β, IL-2, and IL-27) and promotes a macrophage proinflammatory state xref , xref .
417	p(HGNC:30321 ! MPRIP)	increases	p(FPLX:Interferon ! Interferon)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	SARS 3a induced deletion of Rip3 expressing cells may suppress the interferon response, allowing better viral survival early in the infection.
256	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	p(HGNC:1499 ! CASP1)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	We hypothesized that SARS 3a activates caspase-1 without NLRP3 and ASC.
174	bp(MESH:D003643 ! Death)	decreases	p(FPLX:Interferon ! Interferon)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Second, while necrotic death of IMMs may suppress the interferon response, necroptosis more generally is an inflammatory process.
66	p(PFAM:PF00803 ! 3a)	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Rip3 induced oligomerization of SARS 3a drives necrotic cell death.
65	p(PFAM:PF00803 ! 3a)	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	While expression of SARS 3a C133A alone showed similar behavior to WT SARS 3a (minimal necrotic death), the SARS 3a C133A mutant induced significantly less necrotic death than the WT upon co-transfection with Rip3, indicating that the oligomerization of SARS 3a is important for Rip3 and SARS 3a driven necrotic cell death.
64	p(PFAM:PF00803 ! 3a)	increases	"bp(GO:""GO:0008219"" ! ""cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	SARS 3a causes cell death in a human lung cell line after induction of necroptotic elements.
63	p(PFAM:PF00803 ! 3a)	increases	"bp(GO:""GO:0008219"" ! ""cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	We next investigated whether SARS 3a could cause cell death in a lung cell line with an intact endogenous necroptotic pathway.
366	"a(TEXT:""Rip1-Rip3-MLKL"")"	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Necroptosis is a caspase independent form of programmed necrosis mediated by the Rip1-Rip3-MLKL signaling axis.
231	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	a(CHEBI:15422 ! ATP)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Overexpression of SARS 3a in 293T or HeLa cells alone did not cause significant ATP depletion or the release of cellular proteases.
232	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	"a(CHEBI:26216 ! ""potassium atom"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	This result suggests that monomeric SARS 3a may have a higher affinity for caspase-1, and that SARS 3a activates the NLRP3 inflammasome both via potassium efflux mediated by SARS 3a oligomers and via direct caspase-1 targeting by SARS 3a monomers.
68	p(PFAM:PF00803 ! 3a)	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Based on the shared ability of MLKL and SARS 3a to oligomerize and insert into membranes, we addressed whether Rip3 could target SARS 3a to drive necrotic cell death.
414	p(HGNC:30321 ! MPRIP)	increases	p(PFAM:PF00803 ! 3a)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Based on the shared ability of MLKL and SARS 3a to oligomerize and insert into membranes, we addressed whether Rip3 could target SARS 3a to drive necrotic cell death.
238	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	"bp(GO:""GO:0008219"" ! ""cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	However, transfection of SARS 3a-GFP induced significant cell death in 5-AD-treated cells, while cell death was reduced almost to basal levels in SARS 3a C133A-GFP-transfected cells.
416	p(HGNC:30321 ! MPRIP)	increases	p(PFAM:PF00803 ! 3a)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	We then checked whether Rip3 enhances the oligomerization of SARS 3a.
240	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	"bp(GO:""GO:0008219"" ! ""cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	SARS 3a causes cell death in a human lung cell line after induction of necroptotic elements.
241	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	"bp(GO:""GO:0008219"" ! ""cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	In summary, our data show that a single SARS accessory protein initiates multiple forms of cell death.
239	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	"bp(GO:""GO:0008219"" ! ""cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	We next investigated whether SARS 3a could cause cell death in a lung cell line with an intact endogenous necroptotic pathway.
243	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	To address whether oligomerization plays a role in SARS 3a driven necrotic cell death, we transfected an oligomerization deficient SARS 3a-flag C133A mutant 24 into 293T or Hela cells and monitored necrotic cell death.
415	p(HGNC:30321 ! MPRIP)	increases	p(PFAM:PF00803 ! 3a)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Nevertheless, our results demonstrate that Rip3 driven oligomerization of SARS 3a plays a critical role in driving necrotic cell death, but that Rip3 kinase activity is dispensible.
255	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	p(HGNC:1499 ! CASP1)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Finally, SARS 3a activates caspase-1 either directly or via an enhanced potassium efflux, which triggers NLRP3 inflammasome assembly.
254	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	p(HGNC:1499 ! CASP1)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	SARS 3a oligomers likely activate the NLRP3 inflammasome via K + efflux, while SARS 3a monomers directly target and activate caspase-1 to cleave IL-1beta.
253	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	p(HGNC:1499 ! CASP1)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	In summary, Rip3 mediated oligomerization of SARS 3a causes necrotic cell death, lysosomal damage, and caspase-1 activation -- all likely contributing to the clinical manifestations of SARS-CoV infection.
